category,commonMistakes,description,difficulty,equipment,force,gifUrl,id,imageUrl,instructions,isEnriched,mechanic,name,nameHi,nameHindi,nameMarathi,nameMr,overview,primaryMuscles,safetyTips,secondaryMuscles,source,videoUrl
waist,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/3420-ZuXu4Eq.gif,3420,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/3420-ZuXu4Eq.jpg,"Sit on the floor with your legs extended in front of you. Lean back slightly and lift your legs off the ground, keeping them straight. Simultaneously, lift your upper body off the ground and reach your arms towards your legs. Hold this position for a few seconds, then slowly lower your upper body and legs back down to the starting position. Repeat for the desired number of repetitions.",False,isolation,v-sit on floor,v-sit on floor,v-sit on floor,v-sit on floor,v-sit on floor,Imported from rahulsaroh/exercises-dataset.,hip flexors,,hip flexors,exercises-dataset-github,
waist,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0826-ZNgOYQU.gif,0826,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0826-ZNgOYQU.jpg,"Hang from the parallel bars with your arms fully extended and your body straight. Engage your core and lift your legs up in front of you, keeping them straight. Continue lifting until your legs are parallel to the ground or slightly higher. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions.",False,isolation,vertical leg raise (on parallel bars),vertical leg raise (on parallel bars),vertical leg raise (on parallel bars),vertical leg raise (on parallel bars),vertical leg raise (on parallel bars),Imported from rahulsaroh/exercises-dataset.,hip flexors,,hip flexors,exercises-dataset-github,
cardio,,,beginner,elliptical machine,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/2141-rjtuP6X.gif,2141,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/2141-rjtuP6X.jpg,"Adjust the resistance level and incline of the elliptical machine to your desired settings. Step onto the pedals of the machine and grip the handles lightly. Begin by pushing down with your feet and pulling the handles towards your body. Continue this motion, alternating between pushing and pulling, to simulate a walking or running motion. Maintain a steady pace and keep your core engaged throughout the exercise. Continue for the desired duration of your cardio workout. Gradually decrease the intensity and speed of the machine before stepping off.",False,isolation,walk elliptical cross trainer,walk elliptical cross trainer,walk elliptical cross trainer,walk elliptical cross trainer,walk elliptical cross trainer,Imported from rahulsaroh/exercises-dataset.,quadriceps,,quadriceps; hamstrings; glutes; calves,exercises-dataset-github,
cardio,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/3655-J9zIWig.gif,3655,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/3655-J9zIWig.jpg,"Stand with your feet hip-width apart. Lift your right knee up towards your chest as high as you can while balancing on your left leg. Step forward with your right foot and lower your body into a lunge position, bending both knees to a 90-degree angle. Push off with your right foot and bring your left knee up towards your chest. Step forward with your left foot and lower your body into a lunge position. Continue alternating legs and lunging forward, keeping your core engaged and maintaining a steady pace. Repeat for the desired number of repetitions.",False,isolation,walking high knees lunge,walking high knees lunge,walking high knees lunge,walking high knees lunge,walking high knees lunge,Imported from rahulsaroh/exercises-dataset.,quadriceps,,quadriceps; hamstrings; glutes; calves,exercises-dataset-github,
upper legs,,,beginner,body weight,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1460-IZVHb27.gif,1460,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1460-IZVHb27.jpg,"Stand with your feet shoulder-width apart. Take a step forward with your right leg, lowering your body into a lunge position. Keep your torso upright and your front knee aligned with your ankle. Push off with your right foot and bring your left foot forward, stepping into a lunge position with your left leg. Continue alternating legs and walking forward, maintaining a controlled and steady pace. Repeat for the desired number of repetitions.",False,isolation,walking lunge,walking lunge,walking lunge,walking lunge,walking lunge,Imported from rahulsaroh/exercises-dataset.,quadriceps,,quadriceps; hamstrings; calves,exercises-dataset-github,
cardio,,,beginner,leverage machine,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/3666-rjiM4L3.gif,3666,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/3666-rjiM4L3.jpg,"Adjust the incline level on the treadmill to your desired intensity. Stand on the treadmill with your feet shoulder-width apart. Start walking at a comfortable pace, ensuring that you maintain proper form. Engage your core muscles and keep your back straight throughout the exercise. Continue walking on the incline treadmill for the desired duration of your cardio workout. Gradually decrease the incline and speed of the treadmill to cool down before stopping.",False,isolation,walking on incline treadmill,walking on incline treadmill,walking on incline treadmill,walking on incline treadmill,walking on incline treadmill,Imported from rahulsaroh/exercises-dataset.,quadriceps,,quadriceps; hamstrings; calves,exercises-dataset-github,
cardio,,,beginner,stepmill machine,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/2311-j9Q5crt.gif,2311,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/2311-j9Q5crt.jpg,"Adjust the stepmill machine to a comfortable level. Step onto the machine and place your hands on the handrails for support. Start walking by placing one foot on a step and then the other, alternating between legs. Maintain an upright posture and engage your core muscles. Continue walking for the desired duration or distance. Gradually increase the intensity or speed as you become more comfortable with the exercise. Remember to cool down and stretch after completing the exercise.",False,isolation,walking on stepmill,walking on stepmill,walking on stepmill,walking on stepmill,walking on stepmill,Imported from rahulsaroh/exercises-dataset.,quadriceps,,quadriceps; hamstrings; glutes; calves,exercises-dataset-github,
upper arms,,,beginner,weighted,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0830-MU9HnE7.gif,0830,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0830-MU9HnE7.jpg,"Sit on a bench with your hands gripping the edge, fingers pointing forward. Slide your butt off the bench, supporting your weight with your hands. Lower your body by bending your elbows until your upper arms are parallel to the floor. Push yourself back up to the starting position by straightening your arms. Repeat for the desired number of repetitions.",False,isolation,weighted bench dip,weighted bench dip,weighted bench dip,weighted bench dip,weighted bench dip,Imported from rahulsaroh/exercises-dataset.,chest,,chest; shoulders,exercises-dataset-github,
back,,,beginner,weighted,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/2987-Gk1r408.gif,2987,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/2987-Gk1r408.jpg,"Stand in front of the dip cage and grab the parallel bars with an underhand grip, hands shoulder-width apart. Hang from the bars with your arms fully extended, feet off the ground, and body straight. Engage your back muscles and pull your body up towards the bars, keeping your elbows close to your sides. Continue pulling until your chin is above the bars, then pause for a moment. Slowly lower your body back down to the starting position, fully extending your arms. Repeat for the desired number of repetitions.",False,isolation,weighted close grip chin-up on dip cage,weighted close grip chin-up on dip cage,weighted close grip chin-up on dip cage,weighted close grip chin-up on dip cage,weighted close grip chin-up on dip cage,Imported from rahulsaroh/exercises-dataset.,biceps,,biceps; forearms,exercises-dataset-github,
upper legs,,,beginner,weighted,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/3643-GWoKnIm.gif,3643,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/3643-GWoKnIm.jpg,"Stand with your feet wider than shoulder-width apart and toes pointing slightly outward. Hold a weight in front of your chest with both hands. Shift your weight to one side and lower your body by bending the knee of the side you shifted towards, while keeping the other leg straight. Go as low as you can while maintaining balance and keeping your chest up. Push through the heel of the bent leg to return to the starting position. Repeat on the other side, alternating between legs.",False,isolation,weighted cossack squats (male),weighted cossack squats (male),weighted cossack squats (male),weighted cossack squats (male),weighted cossack squats (male),Imported from rahulsaroh/exercises-dataset.,quadriceps,,quadriceps; hamstrings; calves,exercises-dataset-github,
waist,,,beginner,weighted,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0832-s8nrDXF.gif,0832,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0832-s8nrDXF.jpg,"Lie flat on your back with your knees bent and feet flat on the ground. Hold a weight plate or dumbbell on your chest. Engage your abs and lift your upper body off the ground, curling forward until your shoulder blades are off the ground. Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Repeat for the desired number of repetitions.",False,isolation,weighted crunch,weighted crunch,weighted crunch,weighted crunch,weighted crunch,Imported from rahulsaroh/exercises-dataset.,obliques,,obliques,exercises-dataset-github,
waist,,,beginner,weighted,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/3670-EZeDVzO.gif,3670,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/3670-EZeDVzO.jpg,"Lie flat on a decline bench with your feet secured under the foot pads. Place your hands behind your head or across your chest. Engage your abs and slowly lift your upper body off the bench, curling forward until your torso is perpendicular to the ground. Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Repeat for the desired number of repetitions.",False,isolation,weighted decline sit-up,weighted decline sit-up,weighted decline sit-up,weighted decline sit-up,weighted decline sit-up,Imported from rahulsaroh/exercises-dataset.,hip flexors,,hip flexors; lower back,exercises-dataset-github,
